pipeline,attack_type,key_id,target_sbox,target_sbox_index,injection_checkpoint,key_guess,key_guess_hex,sample_count,sei,chi,llr_known_model
sefa_random_raw,SEFA,0,S5,5,500,8,8,225,0.003969135802469137,14.288888888888891,-inf
sefa_random_raw,SEFA,0,S5,5,500,9,9,225,0.005707407407407408,20.546666666666667,-inf
sefa_random_raw,SEFA,0,S5,5,500,10,a,225,0.007208641975308641,25.951111111111107,-inf
sefa_random_raw,SEFA,0,S5,5,500,11,b,225,0.005509876543209876,19.835555555555555,-inf
sefa_random_raw,SEFA,0,S5,5,500,12,c,225,0.003218518518518519,11.586666666666668,-inf
sefa_random_raw,SEFA,0,S5,5,500,13,d,225,0.002665432098765432,9.595555555555556,-inf
sefa_random_raw,SEFA,0,S5,5,500,14,e,225,0.006537037037037037,23.533333333333335,-inf
sefa_random_raw,SEFA,0,S5,5,500,15,f,225,0.00558888888888889,20.120000000000005,-inf
sefa_random_raw,SEFA,0,S5,5,1000,0,0,448,0.0017438616071428575,12.500000000000002,-inf
sefa_random_raw,SEFA,0,S5,5,1000,1,1,448,0.002262037627551021,16.21428571428572,-inf
sefa_random_raw,SEFA,0,S5,5,1000,2,2,448,0.0019232302295918372,13.78571428571429,-inf
sefa_random_raw,SEFA,0,S5,5,1000,3,3,448,0.001933195153061225,13.85714285714286,-inf
sefa_random_raw,SEFA,0,S5,5,1000,4,4,448,0.0019431600765306123,13.928571428571429,-inf
sefa_random_raw,SEFA,0,S5,5,1000,5,5,448,0.0024214764030612247,17.357142857142858,-inf
sefa_random_raw,SEFA,0,S5,5,1000,6,6,448,0.0011260363520408162,8.07142857142857,-inf
sefa_random_raw,SEFA,0,S5,5,1000,7,7,448,0.0013751594387755102,9.857142857142858,-inf
sefa_random_raw,SEFA,0,S5,5,1000,8,8,448,0.0024812659438775515,17.78571428571429,-inf
sefa_random_raw,SEFA,0,S5,5,1000,9,9,448,0.0018734056122448979,13.428571428571427,-inf
sefa_random_raw,SEFA,0,S5,5,1000,10,a,448,0.0028101084183673464,20.14285714285714,-inf
sefa_random_raw,SEFA,0,S5,5,1000,11,b,448,0.002670599489795918,19.14285714285714,-inf
sefa_random_raw,SEFA,0,S5,5,1000,12,c,448,0.001963089923469388,14.071428571428573,-inf
sefa_random_raw,SEFA,0,S5,5,1000,13,d,448,0.0012954400510204083,9.285714285714286,-inf
sefa_random_raw,SEFA,0,S5,5,1000,14,e,448,0.0035176179846938774,25.214285714285715,-inf
sefa_random_raw,SEFA,0,S5,5,1000,15,f,448,0.0027004942602040817,19.357142857142858,-inf
sefa_random_raw,SEFA,0,S5,5,1500,0,0,665,0.0007867883995703544,8.37142857142857,-inf
sefa_random_raw,SEFA,0,S5,5,1500,1,1,665,0.0014470857595115607,15.396992481203005,-inf
sefa_random_raw,SEFA,0,S5,5,1500,2,2,665,0.001044575725026853,11.114285714285717,-inf
sefa_random_raw,SEFA,0,S5,5,1500,3,3,665,0.0013747244049974558,14.62706766917293,-inf
sefa_random_raw,SEFA,0,S5,5,1500,4,4,665,0.0015239696986827974,16.215037593984963,-inf
sefa_random_raw,SEFA,0,S5,5,1500,5,5,665,0.0015511052066255865,16.50375939849624,-inf
sefa_random_raw,SEFA,0,S5,5,1500,6,6,665,0.0005606591667137767,5.965413533834584,-inf
sefa_random_raw,SEFA,0,S5,5,1500,7,7,665,0.0006465882751992764,6.879699248120301,-inf
sefa_random_raw,SEFA,0,S5,5,1500,8,8,665,0.001750098931539375,18.62105263157895,-inf
sefa_random_raw,SEFA,0,S5,5,1500,9,9,665,0.0007506077223133018,7.986466165413531,-inf
sefa_random_raw,SEFA,0,S5,5,1500,10,a,665,0.0018631635479676634,19.82406015037594,-inf
sefa_random_raw,SEFA,0,S5,5,1500,11,b,665,0.0013204533891118773,14.049624060150375,-inf
sefa_random_raw,SEFA,0,S5,5,1500,12,c,665,0.0011983436033693258,12.750375939849626,-inf
sefa_random_raw,SEFA,0,S5,5,1500,13,d,665,0.0006465882751992762,6.879699248120298,-inf
sefa_random_raw,SEFA,0,S5,5,1500,14,e,665,0.0021706993046526086,23.096240601503755,-inf
sefa_random_raw,SEFA,0,S5,5,1500,15,f,665,0.0018495957939962684,19.679699248120297,-inf
sefa_random_raw,SEFA,0,S5,5,2000,0,0,889,0.0007945347523348108,11.30146231721035,-inf
sefa_random_raw,SEFA,0,S5,5,2000,1,1,889,0.0010349433964174054,14.721034870641175,-inf
sefa_random_raw,SEFA,0,S5,5,2000,2,2,889,0.0011513517924995036,16.37682789651294,-inf
sefa_random_raw,SEFA,0,S5,5,2000,3,3,889,0.0007287387023753639,10.365579302587175,-inf
sefa_random_raw,SEFA,0,S5,5,2000,4,4,889,0.001201964138622155,17.096737907761533,-inf
sefa_random_raw,SEFA,0,S5,5,2000,5,5,889,0.00113869870596884,16.19685039370078,-inf
sefa_random_raw,SEFA,0,S5,5,2000,6,6,889,0.0005642485774767469,8.025871766029248,-inf
sefa_random_raw,SEFA,0,S5,5,2000,7,7,889,0.0009590248772334284,13.641169853768286,-inf
sefa_random_raw,SEFA,0,S5,5,2000,8,8,889,0.0020041698246661796,28.50731158605174,-inf
sefa_random_raw,SEFA,0,S5,5,2000,9,9,889,0.0006730651216404473,9.573678290213723,-inf
sefa_random_raw,SEFA,0,S5,5,2000,10,a,889,0.0014929851288274004,21.236220472440944,-inf
sefa_random_raw,SEFA,0,S5,5,2000,11,b,889,0.0013588624116023743,19.32845894263217,-inf
sefa_random_raw,SEFA,0,S5,5,2000,12,c,889,0.001158943644417901,16.48481439820022,-inf
sefa_random_raw,SEFA,0,S5,5,2000,13,d,889,0.0005364117871092885,7.62992125984252,-inf
sefa_random_raw,SEFA,0,S5,5,2000,14,e,889,0.00218131303609546,31.026996625421827,-inf
sefa_random_raw,SEFA,0,S5,5,2000,15,f,889,0.001614454759521764,22.96400449943757,-inf
sefa_random_raw,SEFA,0,S5,5,3000,0,0,1359,0.000634008092562542,13.785871964679913,-inf
sefa_random_raw,SEFA,0,S5,5,3000,1,1,1359,0.0003492036032640978,7.593083149374543,-inf
