pipeline,attack_type,key_id,target_sbox,target_sbox_index,key_guess,key_guess_hex,effective_sample_count,ineffective_sample_count,sei_effective_component,sei_ineffective_component,shfa_sei_joint,shfa_sei_joint_equivalent,alternative_sei_sum,alternative_sei_product
shfa_random_threshold,SHFA,0,S0,0,1,1,316,91,0.003194600224323025,0.011041842772612005,0.0009250519607067651,0.0009250519607067652,0.01423644299693503,3.5274273398325885e-05
shfa_random_threshold,SHFA,0,S0,0,2,2,316,91,0.0018726966832238424,0.008626675522279918,0.0006723659094818068,0.0006723659094818069,0.01049937220550376,1.615514663782191e-05
shfa_random_threshold,SHFA,0,S0,0,3,3,316,91,0.0018927255247556483,0.012007909672744838,0.0008915173769803448,0.0008915173769803448,0.013900635197500486,2.2727677136564398e-05
shfa_random_threshold,SHFA,0,S0,0,4,4,316,91,0.003995753885595257,0.024566779374471683,0.0018833211328962904,0.0018833211328962904,0.02856253326006694,9.816280414210665e-05
shfa_random_threshold,SHFA,0,S0,0,5,5,316,91,0.0018326390001602308,0.01635521072334259,0.0011667138047463626,0.0011667138047463626,0.01818784972350282,2.997319702743645e-05
shfa_random_threshold,SHFA,0,S0,0,6,6,316,91,0.0017925813170966193,0.008868192247313125,0.0006821953035145637,0.0006821953035145637,0.010660773564409745,1.589695573895459e-05
shfa_random_threshold,SHFA,0,S0,0,7,7,316,91,0.004576590290017625,0.015630660548242963,0.0013344883066829373,0.001334488306682937,0.02020725083826059,7.15351292916503e-05
shfa_random_threshold,SHFA,0,S0,0,8,8,316,91,0.0030343694920685785,0.007177575172080666,0.0006600259566385182,0.0006600259566385182,0.010211944664149245,2.177941512919045e-05
shfa_random_threshold,SHFA,0,S0,0,9,9,316,91,0.0021531004646691233,0.006453024996981042,0.0005517768524726567,0.0005517768524726567,0.008606125461650165,1.389401111952135e-05
shfa_random_threshold,SHFA,0,S0,0,10,a,316,91,0.0026137638199006576,0.00983425914744596,0.000803705866214285,0.0008037058662142849,0.012448022967346617,2.5704430755121337e-05
shfa_random_threshold,SHFA,0,S0,0,11,b,316,91,0.0017725524755648125,0.01756279434850863,0.001239590151104875,0.001239590151104875,0.019335346824073445,3.113097460028467e-05
shfa_random_threshold,SHFA,0,S0,0,12,c,316,91,0.0049571382791219355,0.015147627098176545,0.0013316367182073909,0.0013316367182073907,0.02010476537729848,7.508888212623567e-05
shfa_random_threshold,SHFA,0,S0,0,13,d,316,91,0.003154542541259413,0.006936058447047458,0.0006525426532090524,0.0006525426532090524,0.010090600988306872,2.1880091439872906e-05
shfa_random_threshold,SHFA,0,S0,0,14,e,316,91,0.0030543983336003846,0.009592742422412752,0.0008197463537204962,0.0008197463537204962,0.012647140756013137,2.9300056469675226e-05
shfa_random_threshold,SHFA,0,S0,0,15,f,316,91,0.0037353789456817817,0.030604697500301894,0.002260574920555567,0.0022605749205555675,0.03434007644598368,0.00011432014268158755
shfa_random_threshold,SHFA,0,S5,5,0,0,288,92,0.0031828703703703698,0.0124054820415879,0.0010137570669677238,0.0010137570669677236,0.01558835241195827,3.9485041220331855e-05
shfa_random_threshold,SHFA,0,S5,5,1,1,288,92,0.0026765046296296302,0.01027882797731569,0.0008372196186025346,0.0008372196186025345,0.01295533260694532,2.751133066845201e-05
shfa_random_threshold,SHFA,0,S5,5,2,2,288,92,0.0038580246913580245,0.015477315689981097,0.0012681706399215852,0.001268170639921585,0.01933534038133912,5.971186608789003e-05
shfa_random_threshold,SHFA,0,S5,5,3,3,288,92,0.003038194444444445,0.013823251417769376,0.0010958380920499896,0.0010958380920499894,0.01686144586221382,4.199772566162572e-05
shfa_random_threshold,SHFA,0,S5,5,4,4,288,92,0.004147376543209876,0.007443289224952741,0.0007552867336460595,0.0007552867336460594,0.011590665768162617,3.0870123135895815e-05
shfa_random_threshold,SHFA,0,S5,5,5,5,288,92,0.0038821373456790127,0.008152173913043478,0.000783792312466452,0.000783792312466452,0.01203431125872249,3.16478587962963e-05
