pipeline,attack_type,key_id,target_sbox,target_sbox_index,injection_checkpoint,key_guess,key_guess_hex,effective_sample_count,ineffective_sample_count,sei_effective_component,sei_ineffective_component,shfa_sei_joint,shfa_sei_joint_equivalent,alternative_sei_sum,alternative_sei_product
shfa_random_raw,SHFA,0,S0,0,500,13,d,183,131,0.006866060497476785,0.004104510226676768,0.0007138424857884719,0.0007138424857884719,0.010970570724153552,2.8181815528874842e-05
shfa_random_raw,SHFA,0,S0,0,500,14,e,183,131,0.0038800053748992208,0.011446739700483653,0.0010023349787743785,0.0010023349787743785,0.015326745075382873,4.441341156294887e-05
shfa_random_raw,SHFA,0,S0,0,500,15,f,183,131,0.006209128370509719,0.005269943476487385,0.0007501637459881595,0.0007501637459881595,0.011479071846997105,3.272175555084044e-05
shfa_random_raw,SHFA,0,S0,0,1000,0,0,367,248,0.0012988254423152595,0.005950832466181062,0.00046083271189105175,0.0004608327118910517,0.007249657908496321,7.729092610031624e-06
shfa_random_raw,SHFA,0,S0,0,1000,1,1,367,248,0.001892786344838851,0.0023087929240374607,0.00026696875602444815,0.0002669687560244482,0.004201579268876312,4.370051719678669e-06
shfa_random_raw,SHFA,0,S0,0,1000,2,2,367,248,0.0025461433376148027,0.002666493236212279,0.00033257905985236943,0.00033257905985236943,0.005212636573827082,6.789273988176829e-06
shfa_random_raw,SHFA,0,S0,0,1000,3,3,367,248,0.0034073866462740092,0.0035119667013527576,0.0004444262126670213,0.0004444262126670213,0.006919353347626767,1.1966628440348368e-05
shfa_random_raw,SHFA,0,S0,0,1000,4,4,367,248,0.004654704541573551,0.0029266389177939646,0.00048745660567267124,0.0004874566056726712,0.007581343459367515,1.3622639462201469e-05
shfa_random_raw,SHFA,0,S0,0,1000,5,5,367,248,0.00267978454068261,0.00269901144640999,0.0003434075183425024,0.0003434075183425024,0.0053787959870926,7.232769149214902e-06
shfa_random_raw,SHFA,0,S0,0,1000,6,6,367,248,0.0014473156679461574,0.003577003121748179,0.0003191969770182944,0.00031919697701829445,0.005024318789694336,5.177052662398456e-06
shfa_random_raw,SHFA,0,S0,0,1000,7,7,367,248,0.0015958058935770555,0.005267950052029136,0.0004373913723404846,0.00043739137234048464,0.0068637559456061915,8.406625740097652e-06
shfa_random_raw,SHFA,0,S0,0,1000,8,8,367,248,0.001714598074081774,0.0032518210197710717,0.00031597675942356097,0.00031597675942356097,0.004966419093852845,5.57556605775811e-06
shfa_random_raw,SHFA,0,S0,0,1000,9,9,367,248,0.0039864985262345115,0.0018860561914672215,0.00037455343008403784,0.0003745534300840379,0.005872554717701733,7.518760227679554e-06
shfa_random_raw,SHFA,0,S0,0,1000,10,a,367,248,0.002070974615595929,0.0025689386056191466,0.00029531478296720385,0.0002953147829672039,0.004639913221215076,5.320206641261654e-06
shfa_random_raw,SHFA,0,S0,0,1000,11,b,367,248,0.0019521824350912107,0.005137877211238293,0.00045315880154102886,0.0004531588015410288,0.007090059646329504,1.003007364543481e-05
shfa_random_raw,SHFA,0,S0,0,1000,12,c,367,248,0.0039864985262345115,0.005105359001040583,0.0005885936015882398,0.0005885936015882397,0.009091857527275093,2.035250613354638e-05
shfa_random_raw,SHFA,0,S0,0,1000,13,d,367,248,0.002457049202236263,0.002146201873048907,0.00029297651580533597,0.0002929765158053359,0.00460325107528517,5.27332360001279e-06
shfa_random_raw,SHFA,0,S0,0,1000,14,e,367,248,0.0017888431868972232,0.004682622268470344,0.00041284306790223936,0.00041284306790223936,0.0064714654553675675,8.376476941766396e-06
shfa_random_raw,SHFA,0,S0,0,1000,15,f,367,248,0.001833390254586492,0.003544484911550468,0.0003426156219779255,0.0003426156219779255,0.00537787516613696,6.498424094365492e-06
shfa_random_raw,SHFA,0,S0,0,1500,0,0,571,357,0.0010840277756478476,0.0022710064417924033,0.00021215147265159386,0.00021215147265159383,0.003355034217440251,2.461834061578152e-06
shfa_random_raw,SHFA,0,S0,0,1500,1,1,571,357,0.0017219843516612934,0.00172176713822784,0.00021819932418730377,0.00021819932418730382,0.0034437514898891333,2.9648560692329874e-06
shfa_random_raw,SHFA,0,S0,0,1500,2,2,571,357,0.0011392355562643958,0.002490702163218228,0.00022970860393206684,0.00022970860393206684,0.003629937719482624,2.837496464402852e-06
shfa_random_raw,SHFA,0,S0,0,1500,3,3,571,357,0.0018692050999720884,0.002553472369339893,0.0002811903054074068,0.0002811903054074068,0.0044226774693119815,4.77296357540794e-06
shfa_random_raw,SHFA,0,S0,0,1500,4,4,571,357,0.0017771921322778418,0.00136083845302827,0.000198545382973655,0.00019854538297365496,0.0031380305853061117,2.418471392022991e-06
shfa_random_raw,SHFA,0,S0,0,1500,5,5,571,357,0.0013968718658082873,0.0017845373443495047,0.00020133084564466806,0.00020133084564466806,0.003181409210157792,2.4927700098060586e-06
shfa_random_raw,SHFA,0,S0,0,1500,6,6,571,357,0.0009858806101073175,0.0018159224474103368,0.00017690297382521382,0.00017690297382521385,0.002801803057517654,1.7902827303604761e-06
shfa_random_raw,SHFA,0,S0,0,1500,7,7,571,357,0.00101041740149245,0.0025534723693398926,0.0002253231835932326,0.0002253231835932326,0.0035638897708323426,2.5800729162111836e-06
shfa_random_raw,SHFA,0,S0,0,1500,8,8,571,357,0.0009858806101073173,0.0016589969321061761,0.00016694041929593431,0.00016694041929593434,0.002644877542213493,1.6355729075910045e-06
shfa_random_raw,SHFA,0,S0,0,1500,9,9,571,357,0.0018692050999720889,0.001423608659149935,0.00020846187651117398,0.00020846187651117398,0.003292813759122024,2.6610165660474857e-06
shfa_random_raw,SHFA,0,S0,0,1500,10,a,571,357,0.0008938676424130705,0.0010312948708895322,0.00012124449819628737,0.00012124449819628739,0.0019251625133026027,9.218411148747181e-07
shfa_random_raw,SHFA,0,S0,0,1500,11,b,571,357,0.000550352563021215,0.001925770308123249,0.00015581753207139477,0.00015581753207139477,0.0024761228711444637,1.0598526248657849e-06
